ANO_ELEICAO,NR_TURNO,NM_MUNICIPIO,NR_ZONA,CD_CARGO,DS_CARGO,SQ_CANDIDATO,NM_CANDIDATO,NM_URNA_CANDIDATO,DS_SITUACAO_CANDIDATURA,SG_PARTIDO,NM_PARTIDO,QT_VOTOS_NOMINAIS,ST_VOTO_EM_TRANSITO,DS_SIT_TOT_TURNO,TOTAL_VOTOS
2020,1,SALVADOR,12,13,Vereador,50001070257,RAIMUNDO JOSE PEDREIRA DO NASCIMENTO,RAIMUNDO NASCIMENTO,APTO,PT,Partido dos Trabalhadores,24,N,SUPLENTE,712
2020,1,SALVADOR,6,13,Vereador,50000637173,ERNANDO CESAR AMORIM PEIXOTO,ERNANDO PEIXOTO,APTO,PRTB,Partido Renovador Trabalhista Brasileiro,85,N,NÃO ELEITO,710
2020,1,SALVADOR,1,13,Vereador,50000952031,CLEILTON MENDES DO CARMO,GEPEU,APTO,SOLIDARIEDADE,Solidariedade,0,N,SUPLENTE,708
2020,1,SALVADOR,4,13,Vereador,50000913266,MARCIO RODRIGUES MILTON,MARCIO MILTON,APTO,PSB,Partido Socialista Brasileiro,26,N,SUPLENTE,707
2020,1,SALVADOR,7,13,Vereador,50000673815,EBENESER DA SILVA RISUTTI,BEL RISUTTI,APTO,PSC,Partido Social Cristão,8,N,SUPLENTE,704
2020,1,SALVADOR,16,13,Vereador,50000758881,EUDORICO ALVES BATISTA,EUDORICO ALVES,APTO,PMN,Partido da Mobilização Nacional,26,N,SUPLENTE,696
2020,1,SALVADOR,4,13,Vereador,50000816256,JOÃO BERNARDO DA CUNHA NETO,JONGA CUNHA,APTO,DEM,Democratas,8,N,SUPLENTE,693
2020,1,SALVADOR,7,13,Vereador,50000720756,CARLOS ANTONIO CHILAZI GIDI,GIDI O AMIGO DO POVO,APTO,PDT,Partido Democrático Trabalhista,10,N,SUPLENTE,689
2020,1,SALVADOR,3,13,Vereador,50000856535,ANDERSON DA SILVA MUNIZ,ANDERSON MUNIZ,APTO,PTC,Partido Trabalhista Cristão,28,N,NÃO ELEITO,687
2020,1,SALVADOR,13,13,Vereador,50000816192,PAULO PEREIRA DA SILVA,PAULINHO DA BAHIA,APTO,PTB,Partido Trabalhista Brasileiro,3,N,SUPLENTE,686
2020,1,SALVADOR,16,13,Vereador,50000759201,DANILO SOARES DAS NEVES,DANILO GAGO,APTO,CIDADANIA,Cidadania,17,N,SUPLENTE,685
2020,1,SALVADOR,13,13,Vereador,50000913241,SÂMARA SOUZA AZEVEDO DE JESUS,SÂMARA AZEVEDO,APTO,PSB,Partido Socialista Brasileiro,22,N,SUPLENTE,682
2020,1,SALVADOR,13,13,Vereador,50000673839,JOSÉ MAURICIO DE OLIVEIRA,MAURICIO DO POSTO,APTO,PSC,Partido Social Cristão,4,N,SUPLENTE,679
2020,1,SALVADOR,6,13,Vereador,50000666045,JAIME DIAS DA SILVA FILHO,JAIMINHO DIAS,APTO,PV,Partido Verde,79,N,SUPLENTE,677
2020,1,SALVADOR,12,13,Vereador,50001070242,DANIELLE DA CRUZ FERREIRA,DANI FERREIRA,APTO,PT,Partido dos Trabalhadores,70,N,SUPLENTE,677
2020,1,SALVADOR,9,13,Vereador,50000856530,LUCIANO ALMEIDA DE JESUS,ALMEIDA,APTO,PTC,Partido Trabalhista Cristão,2,N,NÃO ELEITO,675
2020,1,SALVADOR,16,13,Vereador,50000758877,CESAR NATALICIO SILVA DE SOUZA,CESAR NATALICIO,APTO,PMN,Partido da Mobilização Nacional,17,N,SUPLENTE,675
2020,1,SALVADOR,4,13,Vereador,50001267167,EDSON JOSÉ DA SILVA,O BALEIRO,APTO,MDB,Movimento Democrático Brasileiro,70,N,SUPLENTE,674
2020,1,SALVADOR,17,13,Vereador,50000633848,EDSON DO NASCIMENTO SANTOS,EDSON NASCIMENTO,APTO,PATRIOTA,Patriota,5,N,SUPLENTE,674
2020,1,SALVADOR,10,13,Vereador,50001247253,ANDRÉ LUIS FEITOSA DA SILVA,PROFESSOR FEITOSA,APTO,PP,PROGRESSISTAS,304,N,NÃO ELEITO,674
2020,1,SALVADOR,4,13,Vereador,50001037271,ANTONIO BONFIM MOREIRA,BONFIM TOINHO,APTO,PC do B,Partido Comunista do Brasil,7,N,SUPLENTE,673
2020,1,SALVADOR,18,13,Vereador,50000952051,PAULO ROBERTO DA SILVA,PAULO KIKI,APTO,SOLIDARIEDADE,Solidariedade,14,N,SUPLENTE,671
2020,1,SALVADOR,17,13,Vereador,50000665823,CLAUDIO EMANOEL PINHEIRO AMORIM,CLÁUDIO AMORIM,APTO,PSDB,Partido da Social Democracia Brasileira,2,N,SUPLENTE,668
2020,1,SALVADOR,17,13,Vereador,50001070223,LINDINALVA DE PAULA PINTO,LINDINALVA DE PAULA,APTO,PT,Partido dos Trabalhadores,29,N,SUPLENTE,666
2020,1,SALVADOR,10,13,Vereador,50000758352,SIMONE MARIA FIGUEIREDO MOUTINHO BORGES,SIMONE MOUTINHO,APTO,REPUBLICANOS,REPUBLICANOS,96,N,SUPLENTE,665
2020,1,SALVADOR,10,13,Vereador,50000633866,ARY MENEZES PASSOS,ARY PASSOS,APTO,PATRIOTA,Patriota,53,N,SUPLENTE,662
2020,1,SALVADOR,19,13,Vereador,50001038208,SIMONE ALVES SANTOS,SIMONE DOS AMBULANTES,APTO,PSL,Partido Social Liberal,32,N,SUPLENTE,660
2020,1,SALVADOR,2,13,Vereador,50001247233,SOLANGE DE OLIVEIRA SANTANA FILHA,SOL DO JULIANO,APTO,PP,PROGRESSISTAS,20,N,NÃO ELEITO,658
2020,1,SALVADOR,8,13,Vereador,50000816288,SAULO WANDERSON BARROS CALMON DE OLIVEIRA,SAULO CALMON,APTO,DEM,Democratas,15,N,SUPLENTE,651
2020,1,SALVADOR,18,13,Vereador,50000666033,EDILSON SANTOS RIOS,BOQUINHA DO GÁS,APTO,PV,Partido Verde,4,N,SUPLENTE,649
2020,1,SALVADOR,12,13,Vereador,50000721037,RENATO PAMPONET FERREIRA JÚNIOR,RENATO JR BRINDES,APTO,MDB,Movimento Democrático Brasileiro,25,N,SUPLENTE,649
2020,1,SALVADOR,1,13,Vereador,50000637196,ANDREA ALVES DE CARVALHO,ANDREA CARVALHO,APTO,PRTB,Partido Renovador Trabalhista Brasileiro,98,N,NÃO ELEITO,646
2020,1,SALVADOR,12,13,Vereador,50000634383,VASTIANE EVELISE GONÇALVES,VASTIANE,APTO,NOVO,Partido Novo,35,N,NÃO ELEITO,644
2020,1,SALVADOR,17,13,Vereador,50000633874,RONALDO MENEZES DA SILVA,CORONEL RONALDO MENEZES,APTO,PATRIOTA,Patriota,5,N,SUPLENTE,641
2020,1,SALVADOR,8,13,Vereador,50000998765,RENILDO BARBOSA,RENILDO REI MOMO,APTO,PSD,Partido Social Democrático,33,N,SUPLENTE,640
2020,1,SALVADOR,5,13,Vereador,50000666013,CASSIA SILVA SANTOS GOES,PRÓ CASSIA,APTO,PV,Partido Verde,8,N,SUPLENTE,635
2020,1,SALVADOR,14,13,Vereador,50000633873,ELI MOURA SANTOS,ELI MOURA,APTO,PATRIOTA,Patriota,15,N,SUPLENTE,632
2020,1,SALVADOR,15,13,Vereador,50001037264,ONÃ RUDA SILVA CAVALCANTI,ONÃ RUDÁ,APTO,PC do B,Partido Comunista do Brasil,12,N,SUPLENTE,631
2020,1,SALVADOR,3,13,Vereador,50000633897,GILSON DOS SANTOS,GILSON GIBAO,APTO,PATRIOTA,Patriota,43,N,SUPLENTE,628
2020,1,SALVADOR,14,13,Vereador,50000642693,EMANUEL OLIVEIRA COSTA,MANEZINHO DA VALSA,APTO,AVANTE,AVANTE,23,N,SUPLENTE,628
2020,1,SALVADOR,7,13,Vereador,50000759336,ALESSANDRO CONCEIÇÃO OLIVEIRA,SANDRO OLIVEIRA,APTO,PL,Partido Liberal,1,N,SUPLENTE,627
2020,1,SALVADOR,19,13,Vereador,50001247229,ALCINDO DA ANUNCIAÇÃO,ALCINDO ANUNCIAÇÃO,APTO,PP,PROGRESSISTAS,59,N,NÃO ELEITO,627
2020,1,SALVADOR,5,13,Vereador,50000665846,CARLOS ROBERTO DOS SANTOS OLIVEIRA,ROBERTO OLIVEIRA,APTO,PSDB,Partido da Social Democracia Brasileira,10,N,SUPLENTE,625
2020,1,SALVADOR,10,13,Vereador,50000633858,AVANI DAS VIRGENS DE ALMEIDA,AVANI ALMEIDA A LOIRA,APTO,PATRIOTA,Patriota,13,N,SUPLENTE,625
2020,1,SALVADOR,6,13,Vereador,50000759209,ANTÔNIO BENEDITO RIBEIRO DE FREITAS,BENÉ,APTO,CIDADANIA,Cidadania,12,N,SUPLENTE,624
2020,1,SALVADOR,6,13,Vereador,50000758913,RAIMUNDO JOSE SALES CARNEIRO,MESTRE RAY,APTO,PMN,Partido da Mobilização Nacional,54,N,SUPLENTE,621
2020,1,SALVADOR,17,13,Vereador,50001070249,JANAILDES BARBOSA SANTOS,JANE BARBOSA,APTO,PT,Partido dos Trabalhadores,34,N,SUPLENTE,618
2020,1,SALVADOR,2,13,Vereador,50000666023,ARIVALDO DE SOUSA SANTANA,ARI PESCADOR,APTO,PV,Partido Verde,25,N,SUPLENTE,614
2020,1,SALVADOR,4,13,Vereador,50001247593,LAZARO FIGUEIREDO DOS SANTOS,LÁZARO FIGUEIREDO,APTO,PSOL,Partido Socialismo e Liberdade,22,N,SUPLENTE,609
2020,1,SALVADOR,12,13,Vereador,50000633885,IVAN CANDIDO PINHEIRO DA SILVA,IVAN PINHEIRO,APTO,PATRIOTA,Patriota,17,N,SUPLENTE,607
2020,1,SALVADOR,4,13,Vereador,50000720999,ROBERTO COSTA GUIMARAES,CORONEL GUIMARAES,APTO,MDB,Movimento Democrático Brasileiro,10,N,SUPLENTE,604
2020,1,SALVADOR,16,13,Vereador,50000758402,RISALVA FAGUNDES COTRIM TELLES,RISALVA TELLES,APTO,REPUBLICANOS,REPUBLICANOS,14,N,SUPLENTE,597
2020,1,SALVADOR,4,13,Vereador,50000913924,RAFAEL RANGEL DOS SANTOS,PROFESSOR RAFAEL RANGEL,APTO,REDE,Rede Sustentabilidade,4,N,NÃO ELEITO,597
2020,1,SALVADOR,5,13,Vereador,50000758912,PAULO SERGIO MATOS RAMOS,PAULINHO COMUNIDADE,APTO,PMN,Partido da Mobilização Nacional,9,N,SUPLENTE,591
2020,1,SALVADOR,1,13,Vereador,50000665825,EZEQUIEL BARROS COSTA,EZEQUIEL BARROS,APTO,PSDB,Partido da Social Democracia Brasileira,0,N,SUPLENTE,588
2020,1,SALVADOR,4,13,Vereador,50000758356,SERGIO LUIZ SANTOS GONZAGA,SERGIO LUIZ VIGILANTE,APTO,REPUBLICANOS,REPUBLICANOS,6,N,SUPLENTE,588
2020,1,SALVADOR,7,13,Vereador,50000720760,ELISANGELA SANTOS DE ASSIS,ELISANGELA ASSIS,APTO,PDT,Partido Democrático Trabalhista,11,N,SUPLENTE,587
2020,1,SALVADOR,12,13,Vereador,50000952026,JOAQUIM RENER DOS SANTOS JUNIOR,JOAQUIM JUNIOR,APTO,SOLIDARIEDADE,Solidariedade,3,N,SUPLENTE,587
2020,1,SALVADOR,18,13,Vereador,50000665902,FABIO SANTANA DOS SANTOS,FABETY SANTANA,APTO,PODE,Podemos,67,N,SUPLENTE,583
2020,1,SALVADOR,8,13,Vereador,50001037269,ADSON BATISTA DE SOUZA,ADSON METALÚRGICO,APTO,PC do B,Partido Comunista do Brasil,80,N,SUPLENTE,583
2020,1,SALVADOR,1,13,Vereador,50000758376,ELCIO MIRANDA DE ALMEIDA,MESTRE TIMBÓ,APTO,REPUBLICANOS,REPUBLICANOS,7,N,SUPLENTE,577
2020,1,SALVADOR,15,13,Vereador,50000759376,JOSÉ PEREIRA DOS SANTOS FILHO,BISPO PEREIRA,APTO,PL,Partido Liberal,14,N,SUPLENTE,576
2020,1,SALVADOR,17,13,Vereador,50000759365,JUAREZ ALMEIDA FONSECA,JUAREZ FONSECA,APTO,PL,Partido Liberal,5,N,SUPLENTE,570
2020,1,SALVADOR,18,13,Vereador,50000758338,PEDRO GOMES LOPES,PEU RESGATE,APTO,REPUBLICANOS,REPUBLICANOS,20,N,SUPLENTE,568
2020,1,SALVADOR,18,13,Vereador,50000720731,ROSILENE PEREIRA DA SILVA,ROSY SILVA,APTO,PDT,Partido Democrático Trabalhista,20,N,SUPLENTE,567
2020,1,SALVADOR,18,13,Vereador,50000758347,FLAVIO COSTA DE ALMEIDA,GARÇOM FLAVIO,APTO,REPUBLICANOS,REPUBLICANOS,19,N,SUPLENTE,564
2020,1,SALVADOR,18,13,Vereador,50001247226,RITA CASSIA SANTOS DE ARAUJO,CÁSSIA ARAÚJO,APTO,PP,PROGRESSISTAS,10,N,NÃO ELEITO,563
2020,1,SALVADOR,7,13,Vereador,50000665821,AGNALDO CONCEICAO DE JESUS,AGNALDO CONCEIÇÃO,APTO,PSDB,Partido da Social Democracia Brasileira,18,N,SUPLENTE,557
2020,1,SALVADOR,17,13,Vereador,50000666012,ANTONIO CARLOS BARBOSA,ANTONIO CARLOS BARBOSA,APTO,PV,Partido Verde,5,N,SUPLENTE,556
2020,1,SALVADOR,6,13,Vereador,50000758381,FÁBIO VIVAS DA PAIXÃO,FÁBIO VIVAS,APTO,REPUBLICANOS,REPUBLICANOS,23,N,SUPLENTE,552
2020,1,SALVADOR,1,13,Vereador,50000913235,EDSON NASCIMENTO SANTOS,EDSON CABEÇA,APTO,PSB,Partido Socialista Brasileiro,21,N,SUPLENTE,552
2020,1,SALVADOR,15,13,Vereador,50000816139,CASSIO AURELIO DA CONCEICAO OLIVEIRA,7KISSIO,APTO,PTB,Partido Trabalhista Brasileiro,19,N,SUPLENTE,546
2020,1,SALVADOR,10,13,Vereador,50001037258,EDNA LUCIA CUNHA MAIA,PRÓ EDNA,APTO,PC do B,Partido Comunista do Brasil,52,N,SUPLENTE,546
2020,1,SALVADOR,11,13,Vereador,50000856559,FABIO ANDRE DUARTE DA ROCHA,FABÃO,APTO,PTC,Partido Trabalhista Cristão,16,N,NÃO ELEITO,542
2020,1,SALVADOR,16,13,Vereador,50000633886,MARCELO FERREIRA LINS CORREIA,DR MARCELO LINS,APTO,PATRIOTA,Patriota,14,N,SUPLENTE,540
2020,1,SALVADOR,7,13,Vereador,50000665850,ANTONIO CARLOS COSTA REIS,BAIXINHO COBRADOR,APTO,PSDB,Partido da Social Democracia Brasileira,17,N,SUPLENTE,538
2020,1,SALVADOR,1,13,Vereador,50000816147,GILBERTO SILVA DO NASCIMENTO,BETO RIFAS,APTO,PTB,Partido Trabalhista Brasileiro,2,N,SUPLENTE,538
2020,1,SALVADOR,2,13,Vereador,50000913237,JORGE GOMES DE JESUS,PÉROLA NEGRA,APTO,PSB,Partido Socialista Brasileiro,16,N,SUPLENTE,538
2020,1,SALVADOR,8,13,Vereador,50000759366,RICARDO ALVES GALVÃO,GALVÃO,APTO,PL,Partido Liberal,2,N,SUPLENTE,534
2020,1,SALVADOR,10,13,Vereador,50000758366,JOSADAQUE ALMEIDA CHAGAS,JOSADAQUE  CHAGAS,APTO,REPUBLICANOS,REPUBLICANOS,10,N,SUPLENTE,533
2020,1,SALVADOR,12,13,Vereador,50000634388,JOSEMEIRE DANTAS CARDEAL,MEIRE CARDEALL DOUTORAFINANÇAS,APTO,NOVO,Partido Novo,23,N,NÃO ELEITO,532
2020,1,SALVADOR,18,13,Vereador,50001037299,DENILSON NAZARÉ MELCIA,DENILSON MELCIA,APTO,PC do B,Partido Comunista do Brasil,13,N,SUPLENTE,530
2020,1,SALVADOR,4,13,Vereador,50000998814,JUSTINA SANTANA DA SILVA,PROFESSORA JUSTINA,APTO,PSD,Partido Social Democrático,48,N,SUPLENTE,530
2020,1,SALVADOR,3,13,Vereador,50000758909,WASHINGTON LUIS PLACIDO DE LIMA,MAJOR PLÁCIDO,APTO,PMN,Partido da Mobilização Nacional,18,N,SUPLENTE,528
2020,1,SALVADOR,18,13,Vereador,50000642737,LUCIANO FAGUNDES SANTOS,PASTOR LUCIANO,APTO,AVANTE,AVANTE,2,N,SUPLENTE,527
2020,1,SALVADOR,3,13,Vereador,50000666022,DAIANE SANTOS DE JESUS,IRMÃ DAY,APTO,PV,Partido Verde,5,N,SUPLENTE,527
2020,1,SALVADOR,4,13,Vereador,50000673817,MARCELO VIANA MENESES SANTIAGO,MARCELO VIANA,APTO,PSC,Partido Social Cristão,96,N,SUPLENTE,526
2020,1,SALVADOR,16,13,Vereador,50000758397,MOISES REBOUÇAS VILA VERDE,MOISES VILA VERDE,APTO,REPUBLICANOS,REPUBLICANOS,14,N,SUPLENTE,524
2020,1,SALVADOR,14,13,Vereador,50000665829,NELSON FELIPE DOS SANTOS NETO,NELSON SANTOS,APTO,PSDB,Partido da Social Democracia Brasileira,5,N,SUPLENTE,523
2020,1,SALVADOR,18,13,Vereador,50000998772,ADJANEARA CONCEIÇÃO COSTA,ADJANEARA,APTO,PSD,Partido Social Democrático,14,N,SUPLENTE,519
2020,1,SALVADOR,18,13,Vereador,50000758396,REINALDO JORGE CIRNE,JORGE DA PESCA,APTO,REPUBLICANOS,REPUBLICANOS,8,N,SUPLENTE,519
2020,1,SALVADOR,11,13,Vereador,50000998809,FAGNER SOBRAL COELHO DA SILVA,FAGNER SOBRAL,APTO,PSD,Partido Social Democrático,12,N,SUPLENTE,514
2020,1,SALVADOR,13,13,Vereador,50000758887,EPIFANIO SANTOS MOREIRA,BILLY JHOW,APTO,PMN,Partido da Mobilização Nacional,24,N,SUPLENTE,514
2020,1,SALVADOR,3,13,Vereador,50000769069,EDMILSON MENDES SANTIAGO,MISSINHO SANTIAGO,APTO,DC,Democracia Cristã,3,N,SUPLENTE,514
2020,1,SALVADOR,7,13,Vereador,50001247222,MARIA DE ABREU DUARTE,MARIA DUARTE,APTO,PP,PROGRESSISTAS,15,N,NÃO ELEITO,514
2020,1,SALVADOR,13,13,Vereador,50000642708,EDELVAN DA CRUZ CARVALHO,EDIVAN CARVALHO,APTO,AVANTE,AVANTE,6,N,SUPLENTE,513
2020,1,SALVADOR,9,13,Vereador,50001247235,IRENILSON DOS SANTOS,NILSON BALA,APTO,PP,PROGRESSISTAS,2,N,NÃO ELEITO,512
2020,1,SALVADOR,13,13,Vereador,50000665938,GUSTAVO DE ANDRADE SANTOS,GUSTAVO ANDRADE,APTO,PODE,Podemos,128,N,SUPLENTE,511
2020,1,SALVADOR,2,13,Vereador,50000634390,CLEMENS DE MEDEIROS VILAS BOAS,CLEMENS VILAS BOAS,APTO,NOVO,Partido Novo,12,N,NÃO ELEITO,507
2020,1,SALVADOR,5,13,Vereador,50001038197,JOÃO ALBERTO COSTA DE ALMEIDA,BETO DO CONSELHO,APTO,PSL,Partido Social Liberal,9,N,SUPLENTE,506
2020,1,SALVADOR,9,13,Vereador,50000673825,EDMILSON LIMA CAETANO,EDMILSON CAETANO,APTO,PSC,Partido Social Cristão,9,N,SUPLENTE,506
2020,1,SALVADOR,6,13,Vereador,50000998784,MARIA MARCIA BISPO DOS SANTOS,MARCIA BISPO,APTO,PSD,Partido Social Democrático,21,N,SUPLENTE,505
2020,1,SALVADOR,7,13,Vereador,50000634392,ANDRÉ PESTANA QUADROS,ANDRÉ QUADROS,APTO,NOVO,Partido Novo,12,N,NÃO ELEITO,502
2020,1,SALVADOR,3,13,Vereador,50000673822,AURELINO SALES DE SOUZA,LELO  AURELINO,APTO,PSC,Partido Social Cristão,11,N,SUPLENTE,497
2020,1,SALVADOR,6,13,Vereador,50000665935,MARIZETE SANTIAGO SILVA PIRES,MARIZETE PIRES,APTO,PODE,Podemos,15,N,SUPLENTE,497
2020,1,SALVADOR,4,13,Vereador,50000856546,OZENY DE SOUZA BRITO,TCHENY,APTO,PTC,Partido Trabalhista Cristão,32,N,NÃO ELEITO,495
2020,1,SALVADOR,8,13,Vereador,50000666068,SILVIO JOSE PALMEIRA DE FREITAS,SILVIO PALMEIRA,APTO,PV,Partido Verde,16,N,SUPLENTE,493
2020,1,SALVADOR,7,13,Vereador,50000642728,JOAO TIAGO DA SILVA PEREIRA,TIAGO DAS CAJAZEIRAS,APTO,AVANTE,AVANTE,6,N,SUPLENTE,492
2020,1,SALVADOR,2,13,Vereador,50000998777,PAULA CLEA SOUZA DOS SANTOS,PAULINHA SOCIAL,APTO,PSD,Partido Social Democrático,1,N,SUPLENTE,491
2020,1,SALVADOR,10,13,Vereador,50000952044,VALDINEI BAHIANA ALVES,TINHO BAHIANA,APTO,SOLIDARIEDADE,Solidariedade,10,N,SUPLENTE,490
2020,1,SALVADOR,16,13,Vereador,50000665832,ELIANE OLGA DE BRITTO CUNHA GUIMARÃES,TIA LYA,APTO,PSDB,Partido da Social Democracia Brasileira,24,N,SUPLENTE,490
2020,1,SALVADOR,19,13,Vereador,50000720748,RONALDO MENDES SILVA,RONALDO MENDES SIRENE,APTO,PDT,Partido Democrático Trabalhista,268,N,SUPLENTE,490
2020,1,SALVADOR,7,13,Vereador,50000759221,CLEBER MASCARENHAS BISPO,CLEBER DA SAÚDE,APTO,CIDADANIA,Cidadania,14,N,SUPLENTE,485
2020,1,SALVADOR,16,13,Vereador,50000759378,JUAREZ SOUZA XAVIER,JOTA PROHUMANO,APTO,PL,Partido Liberal,172,N,SUPLENTE,484
2020,1,SALVADOR,18,13,Vereador,50000633889,SANDRO FERREIRA SOUZA,PASTOR SANDRO,APTO,PATRIOTA,Patriota,4,N,SUPLENTE,482
2020,1,SALVADOR,13,13,Vereador,50000952008,GILMARIA OLIVEIRA DOS SANTOS,PRO GIL,APTO,SOLIDARIEDADE,Solidariedade,23,N,SUPLENTE,482
2020,1,SALVADOR,7,13,Vereador,50000759214,UIRATAN OLIVEIRA SANTOS,UIRATAN,APTO,CIDADANIA,Cidadania,39,N,SUPLENTE,482
2020,1,SALVADOR,19,13,Vereador,50000642703,ISRAEL LOPES DE MATOS,COBRADOR LOCUTOR,APTO,AVANTE,AVANTE,6,N,SUPLENTE,479
2020,1,SALVADOR,19,13,Vereador,50000666021,DOUGLAS TAVARES DOS SANTOS,DOUGLAS TAVARES,APTO,PV,Partido Verde,200,N,SUPLENTE,479
2020,1,SALVADOR,5,13,Vereador,50000816238,ALBERTO VALENTIM VILELA TORRES,GALEGO VALENTIM,APTO,DEM,Democratas,15,N,SUPLENTE,476
2020,1,SALVADOR,14,13,Vereador,50000673847,ISAQUE FONTES DE CARVALHO,ISAQUE FONTES,APTO,PSC,Partido Social Cristão,11,N,SUPLENTE,474
2020,1,SALVADOR,7,13,Vereador,50000721009,RAIMUNDIRA RAMOS ANUNCIAÇÃO,DIRA RAMOS,APTO,MDB,Movimento Democrático Brasileiro,18,N,SUPLENTE,472
2020,1,SALVADOR,16,13,Vereador,50000816159,MARIO LEAL ROXO,MARIO LEAL ROXO,APTO,PTB,Partido Trabalhista Brasileiro,16,N,SUPLENTE,472
2020,1,SALVADOR,16,13,Vereador,50001070201,JOSÉ CARLOS AZEVEDO ARAGÃO,CARLOS ARAGÃO,APTO,PT,Partido dos Trabalhadores,12,N,SUPLENTE,470
2020,1,SALVADOR,6,11,Prefeito,50001218932,RODRIGO PEREIRA DA SILVA,RODRIGO PEREIRA,APTO,PCO,Partido da Causa Operária,30,N,NÃO ELEITO,469
2020,1,SALVADOR,5,13,Vereador,50001247390,JAILSON REIS DE CARVALHO,JAILSON CADEIRANTE,APTO,PROS,Partido Republicano da Ordem Social,9,N,NÃO ELEITO,469
2020,1,SALVADOR,18,13,Vereador,50000665942,DANIELE COELHO DOURADO,DR. DANIELE DOURADO,APTO,PODE,Podemos,4,N,SUPLENTE,465
2020,1,SALVADOR,8,13,Vereador,50000770617,ANTONIO MARCOS BARROS DA SILVA,ANTONIO MARCOS,APTO,DC,Democracia Cristã,9,N,SUPLENTE,461
2020,1,SALVADOR,5,13,Vereador,50000856538,DANIEL DOS SANTOS SOARES,DANIEL SOARES,APTO,PTC,Partido Trabalhista Cristão,15,N,NÃO ELEITO,459
2020,1,SALVADOR,18,13,Vereador,50000758341,EDUARDO ALVES DOS SANTOS,ADILIO,APTO,REPUBLICANOS,REPUBLICANOS,7,N,SUPLENTE,457
2020,1,SALVADOR,15,13,Vereador,50000665946,TATIANA PEREZ DIAS PINHEIRO,TATI PINHEIRO,APTO,PODE,Podemos,6,N,SUPLENTE,457
2020,1,SALVADOR,13,13,Vereador,50000642690,AILTON DE JESUS DIAS,EUTICO O EMBAIXADOR,APTO,AVANTE,AVANTE,2,N,SUPLENTE,456
2020,1,SALVADOR,5,13,Vereador,50000720773,CRISTIANE ANDRADE SILVA VIEIRA,PRÓ CRIS,APTO,PDT,Partido Democrático Trabalhista,12,N,SUPLENTE,454
2020,1,SALVADOR,14,13,Vereador,50000998796,CLAUDIO GUEDES DE OLIVEIRA FILHO,CLAUDIO GUEDES,APTO,PSD,Partido Social Democrático,9,N,SUPLENTE,454
2020,1,SALVADOR,9,13,Vereador,50000770614,RONILSON MOREIRA COSTA,RONY,APTO,DC,Democracia Cristã,10,N,SUPLENTE,453
2020,1,SALVADOR,16,13,Vereador,50001038194,AUGUSTO JOSE ALMEIDA DE OLIVEIRA,AUGUSTO OLIVEIRA,APTO,PSL,Partido Social Liberal,28,N,SUPLENTE,450
2020,1,SALVADOR,14,13,Vereador,50000758373,SÍLVIO RAIMUNDO MOTA SANTOS,SÍLVIO MOTA,APTO,REPUBLICANOS,REPUBLICANOS,9,N,SUPLENTE,449
2020,1,SALVADOR,15,13,Vereador,50000666008,ANDERSON DOS SANTOS,ANDERSON SANTOS,APTO,PV,Partido Verde,6,N,SUPLENTE,449
2020,1,SALVADOR,18,13,Vereador,50000913899,SÉRVIO TÚLIO DOS SANTOS DE MOURA,TÚLIO CONTADOR,APTO,REDE,Rede Sustentabilidade,5,N,NÃO ELEITO,448
2020,1,SALVADOR,11,13,Vereador,50000917512,GIOVANI DAMICO,PROF GIO,APTO,PCB,Partido Comunista Brasileiro,22,N,NÃO ELEITO,447
2020,1,SALVADOR,6,13,Vereador,50000673827,IVALDO SIMÕES DE SOUSA,VADO COBRADOR,APTO,PSC,Partido Social Cristão,2,N,SUPLENTE,447
2020,1,SALVADOR,15,13,Vereador,50000816154,FRANCISCO XAVIER PARANHOS COELHO SIMOES,DR FRANCISCO XAVIER,APTO,PTB,Partido Trabalhista Brasileiro,2,N,SUPLENTE,446
2020,1,SALVADOR,4,13,Vereador,50000998789,RICARDO AMORIM DA SILVA SANTOS,DELEGADO RICARDO AMORIM,APTO,PSD,Partido Social Democrático,5,N,SUPLENTE,445
2020,1,SALVADOR,1,13,Vereador,50000666054,JOSÉ CARLOS OLIVEIRA RODRIGUES,CAL,APTO,PV,Partido Verde,3,N,SUPLENTE,445
2020,1,SALVADOR,10,13,Vereador,50000642680,LOURIVAL DOS SANTOS ELESBÃO,LOURIVAL ELESBÃO,APTO,AVANTE,AVANTE,8,N,SUPLENTE,445
2020,1,SALVADOR,16,13,Vereador,50000856531,RIVAILTON PINTO VELOSO DA SILVA,RIVAILTON,APTO,PTC,Partido Trabalhista Cristão,16,N,NÃO ELEITO,445
2020,1,SALVADOR,16,13,Vereador,50000633860,ELIANE CARVALHO DOS SANTOS,ELIANE CARVALHO,APTO,PATRIOTA,Patriota,23,N,SUPLENTE,445
2020,1,SALVADOR,7,13,Vereador,50000665917,NELIO PEREIRA DA SILVA,NÉLIO RODOVIÁRIO,APTO,PODE,Podemos,3,N,SUPLENTE,444
2020,1,SALVADOR,2,13,Vereador,50000642706,CLEITON DOS SANTOS OLIVEIRA,CLEITON OLIVEIRA,APTO,AVANTE,AVANTE,12,N,SUPLENTE,444
2020,1,SALVADOR,19,13,Vereador,50001038225,ROGÉRIO REIS GARCIA JÚNIOR,JÚNIOR REIS,APTO,PSL,Partido Social Liberal,9,N,SUPLENTE,443
